,Breast(C50)-Male age 0-85+,,,,,,,,age 0-4,,,,,,,,age 5-9,,,,,,,,age 10-14,,,,,,,,age 15-19,,,,,,,,age 20-24,,,,,,,,age 25-29,,,,,,,,age 30-34,,,,,,,,age 35-39,,,,,,,age 40-44,,,,,,,,,age 45-49,,,,,,,age 50-54,,,,,,,,age 55-59,,,,,,,,age 60-64,,,,,,,,age 65-69,,,,,,,,age 70-74,,,,,,,,age 75-79,,,,,,,,age 80-84,,,,,,,,age 85+,,,,,,,,
Continent,Population,Cases,Crude Rate,Std Dev,ASR ,(W),Cumulative Rate,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR(W) ,Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,,https://ci5.iarc.fr/CI5-XI/Pages/summary_table_site_sel.aspx
Latin America and Caribbea," Argentina, Entre Rios",16,0.80,0.19,0.70,0.170,NULL," Argentina, Entre Rios",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Entre Rios",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Entre Rios",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Entre Rios",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Entre Rios",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Entre Rios",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Entre Rios",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Entre Rios",1,0.70,0.73,0.70,0.73,0.000,0.004," Argentina, Entre Rios",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Entre Rios",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Entre Rios",2,1.90,1.36,1.90,1.36,0.010,0.007," Argentina, Entre Rios",1,1.00,1.05,1.00,1.05,0.010,0.005," Argentina, Entre Rios",3,3.70,2.14,3.70,2.14,0.020,0.011," Argentina, Entre Rios",1,1.60,1.58,1.60,1.58,0.010,0.008," Argentina, Entre Rios",2,4.30,3.04,4.30,3.04,0.020,0.015," Argentina, Entre Rios",1,3.10,3.14,3.10,3.14,0.020,0.016," Argentina, Entre Rios",2,NULL,NULL,NULL,NULL,NULL,NULL," Argentina, Entre Rios",2,NULL,NULL,NULL,NULL,NULL,NULL,
Latin America and Caribbea," Argentina, Cordoba",42,1.30,0.20,1.20,0.180,NULL," Argentina, Cordoba",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Cordoba",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Cordoba",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Cordoba",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Cordoba",1,0.30,0.31,0.30,0.31,0.000,0.002," Argentina, Cordoba",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Cordoba",1,0.40,0.37,0.40,0.37,0.000,0.002," Argentina, Cordoba",1,0.40,0.45,0.40,0.45,0.000,0.002," Argentina, Cordoba",2,1.10,0.77,1.10,0.77,0.010,0.004," Argentina, Cordoba",3,1.80,1.01,1.80,1.01,0.010,0.005," Argentina, Cordoba",3,1.90,1.11,1.90,1.11,0.010,0.006," Argentina, Cordoba",3,2.10,1.20,2.10,1.20,0.010,0.006," Argentina, Cordoba",1,0.80,0.80,0.80,0.80,0.000,0.004," Argentina, Cordoba",10,10.60,3.34,10.60,3.34,0.050,0.017," Argentina, Cordoba",6,8.40,3.44,8.40,3.44,0.040,0.017," Argentina, Cordoba",6,11.40,4.64,11.40,4.64,0.060,0.023," Argentina, Cordoba",5,NULL,NULL,NULL,NULL,NULL,NULL," Argentina, Cordoba",5,NULL,NULL,NULL,NULL,NULL,NULL,
Latin America and Caribbea," Argentina, Mendoza",44,1.00,0.16,0.90,0.140,NULL," Argentina, Mendoza",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Mendoza",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Mendoza",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Mendoza",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Mendoza",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Mendoza",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Mendoza",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Mendoza",2,0.80,0.55,0.80,0.55,0.000,0.003," Argentina, Mendoza",3,1.30,0.76,1.30,0.76,0.010,0.004," Argentina, Mendoza",1,0.50,0.46,0.50,0.46,0.000,0.002," Argentina, Mendoza",3,1.50,0.84,1.50,0.84,0.010,0.004," Argentina, Mendoza",5,2.60,1.16,2.60,1.16,0.010,0.006," Argentina, Mendoza",3,1.90,1.10,1.90,1.10,0.010,0.005," Argentina, Mendoza",5,4.10,1.82,4.10,1.82,0.020,0.009," Argentina, Mendoza",10,10.60,3.36,10.60,3.36,0.050,0.017," Argentina, Mendoza",5,6.80,3.05,6.80,3.05,0.030,0.015," Argentina, Mendoza",5,9.40,4.19,9.40,4.19,0.050,0.021," Argentina, Mendoza",5,9.40,4.19,9.40,4.19,0.050,0.021,
Latin America and Caribbea," Argentina, Tierra del Fuego",2,0.60,0.42,1.20,0.860,NULL," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.00,0.00," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Tierra del Fuego",1,19.50,19.53,19.50,19.53,0.100,0.098," Argentina, Tierra del Fuego",1,31.70,31.70,31.70,31.70,0.160,0.158," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000," Argentina, Tierra del Fuego",0,0.00,0.00,0.00,0.00,0.000,0.000,
Latin America and Caribbea," Brazil, Aracaju",3,0.20,0.13,0.30,0.170,NULL," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.00,0.00," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Aracaju",1,1.30,1.30,1.30,1.30,0.010,0.007," Brazil, Aracaju",1,1.60,1.60,1.60,1.60,0.010,0.008," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Aracaju",1,4.20,4.19,4.20,4.19,0.020,0.021," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Aracaju",0,0.00,0.00,0.00,0.00,0.000,0.000,
Latin America and Caribbea," Brazil, Curitiba",14,0.40,0.11,0.40,0.120,NULL," Brazil, Curitiba",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Curitiba",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Curitiba",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Curitiba",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Curitiba",1,0.30,0.31,0.30,0.31,0.000,0.002," Brazil, Curitiba",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Curitiba",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Curitiba",0,0.00,0.00,0.00,0.00,0.00,0.00," Brazil, Curitiba",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Curitiba",1,0.40,0.44,0.40,0.44,0.000,0.002," Brazil, Curitiba",1,0.50,0.52,0.50,0.52,0.000,0.003," Brazil, Curitiba",3,2.00,1.13,2.00,1.13,0.010,0.006," Brazil, Curitiba",1,0.90,0.89,0.90,0.89,0.000,0.004," Brazil, Curitiba",3,3.90,2.27,3.90,2.27,0.020,0.011," Brazil, Curitiba",2,3.60,2.58,3.60,2.58,0.020,0.013," Brazil, Curitiba",1,2.80,2.78,2.80,2.78,0.010,0.014," Brazil, Curitiba",1,4.80,4.76,4.80,4.76,0.020,0.024," Brazil, Curitiba",1,4.80,4.76,4.80,4.76,0.020,0.024,
Latin America and Caribbea," Brazil, Florianopolis",1,0.20,0.17,0.10,0.130,NULL," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",1,2.20,2.18,2.20,2.18,0.010,0.011," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Florianopolis",0,0.00,0.00,0.00,0.00,0.000,0.000,
Latin America and Caribbea,"*Brazil, Goiania",28,0.90,0.17,0.90,0.180,NULL,"*Brazil, Goiania",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Brazil, Goiania",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Brazil, Goiania",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Brazil, Goiania",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Brazil, Goiania",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Brazil, Goiania",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Brazil, Goiania",2,0.70,0.48,0.70,0.48,0.000,0.002,"*Brazil, Goiania",1,0.40,0.41,0.40,0.41,0.000,0.002,"*Brazil, Goiania",2,0.90,0.66,0.90,0.66,0.000,0.003,"*Brazil, Goiania",4,2.10,1.05,2.10,1.05,0.010,0.005,"*Brazil, Goiania",9,5.70,1.89,5.70,1.89,0.030,0.009,"*Brazil, Goiania",3,2.40,1.40,2.40,1.40,0.010,0.007,"*Brazil, Goiania",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Brazil, Goiania",3,4.80,2.76,4.80,2.76,0.020,0.014,"*Brazil, Goiania",2,4.40,3.12,4.40,3.12,0.020,0.016,"*Brazil, Goiania",2,7.20,5.08,7.20,5.08,0.040,0.025,"*Brazil, Goiania",0,NULL,NULL,NULL,NULL,NULL,NULL,"*Brazil, Goiania",0,NULL,NULL,NULL,NULL,NULL,NULL,
Latin America and Caribbea," Brazil, Jau",3,0.90,0.53,0.80,0.450,NULL," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.00,0.00," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Jau",2,28.60,20.23,28.60,20.23,0.140,0.101," Brazil, Jau",1,20.00,20.02,20.00,20.02,0.100,0.100," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Jau",0,0.00,0.00,0.00,0.00,0.000,0.000,
Latin America and Caribbea," Brazil, Pocos de Caldas",1,0.30,0.34,0.30,0.330,NULL," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.00,0.00," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000," Brazil, Pocos de Caldas",0,0.00,0.00,0.00,0.00,0.000,0.000,
Latin America and Caribbea,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.000,NULL,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.00,0.00,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Antofagasta",0,NULL,NULL,NULL,NULL,NULL,NULL,"*Chile, Antofagasta",0,NULL,NULL,NULL,NULL,NULL,NULL,
Latin America and Caribbea," Chile, Bio Bio",2,0.20,0.15,0.10,0.110,NULL," Chile, Bio Bio",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Bio Bio",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Bio Bio",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Bio Bio",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Bio Bio",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Bio Bio",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Bio Bio",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Bio Bio",0,0.00,0.00,0.00,0.00,0.00,0.00," Chile, Bio Bio",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Bio Bio",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Bio Bio",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Bio Bio",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Bio Bio",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Bio Bio",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Bio Bio",1,4.20,4.23,4.20,4.23,0.020,0.021," Chile, Bio Bio",1,6.50,6.50,6.50,6.50,0.030,0.032," Chile, Bio Bio",0,NULL,NULL,NULL,NULL,NULL,NULL," Chile, Bio Bio",0,NULL,NULL,NULL,NULL,NULL,NULL,
Latin America and Caribbea," Chile, Concepcion",5,0.30,0.15,0.30,0.130,NULL," Chile, Concepcion",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Concepcion",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Concepcion",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Concepcion",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Concepcion",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Concepcion",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Concepcion",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Concepcion",0,0.00,0.00,0.00,0.00,0.00,0.00," Chile, Concepcion",1,0.90,0.89,0.90,0.89,0.000,0.004," Chile, Concepcion",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Concepcion",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Concepcion",1,1.40,1.44,1.40,1.44,0.010,0.007," Chile, Concepcion",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Concepcion",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Concepcion",0,0.00,0.00,0.00,0.00,0.000,0.000," Chile, Concepcion",2,10.80,7.61,10.80,7.61,0.050,0.038," Chile, Concepcion",1,NULL,NULL,NULL,NULL,NULL,NULL," Chile, Concepcion",1,NULL,NULL,NULL,NULL,NULL,NULL,
Latin America and Caribbea,"*Chile, Valdivia",4,0.40,0.21,0.40,0.180,NULL,"*Chile, Valdivia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Valdivia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Valdivia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Valdivia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Valdivia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Valdivia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Valdivia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Valdivia",0,0.00,0.00,0.00,0.00,0.00,0.00,"*Chile, Valdivia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Valdivia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Valdivia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Valdivia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Valdivia",1,2.70,2.67,2.70,2.67,0.010,0.013,"*Chile, Valdivia",1,3.40,3.35,3.40,3.35,0.020,0.017,"*Chile, Valdivia",1,4.50,4.54,4.50,4.54,0.020,0.023,"*Chile, Valdivia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Chile, Valdivia",0,NULL,NULL,NULL,NULL,NULL,NULL,"*Chile, Valdivia",0,NULL,NULL,NULL,NULL,NULL,NULL,
Latin America and Caribbea," Colombia, Cali",26,0.50,0.09,0.50,0.100,NULL," Colombia, Cali",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Cali",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Cali",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Cali",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Cali",1,0.20,0.20,0.20,0.21,0.000,0.001," Colombia, Cali",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Cali",1,0.20,0.24,0.20,0.25,0.000,0.001," Colombia, Cali",1,0.30,0.27,0.30,0.28,0.000,0.001," Colombia, Cali",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Cali",2,0.60,0.42,0.60,0.43,0.000,0.002," Colombia, Cali",3,1.10,0.62,1.10,0.65,0.010,0.003," Colombia, Cali",2,0.90,0.65,1.00,0.68,0.000,0.003," Colombia, Cali",1,0.60,0.61,0.60,0.63,0.000,0.003," Colombia, Cali",1,0.80,0.82,0.90,0.86,0.000,0.004," Colombia, Cali",3,3.30,1.92,3.50,2.00,0.020,0.010," Colombia, Cali",6,9.60,3.93,10.00,4.08,0.050,0.020," Colombia, Cali",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Cali",0,0.00,0.00,0.00,0.00,0.000,0.000,
Latin America and Caribbea," Colombia, Bucaramanga",10,0.40,0.12,0.40,0.130,NULL," Colombia, Bucaramanga",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Bucaramanga",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Bucaramanga",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Bucaramanga",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Bucaramanga",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Bucaramanga",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Bucaramanga",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Bucaramanga",1,0.60,0.57,0.60,0.57,0.000,0.003," Colombia, Bucaramanga",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Bucaramanga",1,0.60,0.61,0.60,0.61,0.000,0.003," Colombia, Bucaramanga",1,0.80,0.76,0.80,0.76,0.000,0.004," Colombia, Bucaramanga",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Bucaramanga",0,0.00,0.00,0.00,0.00,0.000,0.000," Colombia, Bucaramanga",2,3.40,2.38,3.40,2.38,0.020,0.012," Colombia, Bucaramanga",1,2.30,2.27,2.30,2.27,0.010,0.011," Colombia, Bucaramanga",3,10.10,5.82,10.10,5.82,0.050,0.029," Colombia, Bucaramanga",1,NULL,NULL,NULL,NULL,NULL,NULL," Colombia, Bucaramanga",1,NULL,NULL,NULL,NULL,NULL,NULL,
Latin America and Caribbea,"*Colombia, Manizales",0,0.00,0.00,0.00,0.000,NULL,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,0.00,0.00,0.0 (0.00),0.00,0.00,0.00,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Colombia, Manizales",0,NULL,NULL,NULL,NULL,NULL,NULL,"*Colombia, Manizales",0,NULL,NULL,NULL,NULL,NULL,NULL,
